==================================================
TRAINING/EVALUATION RESULTS
==================================================
Timestamp: 20250901_184535
Mode: reinforcement_learning
Config File: configs/nsfnet_25_commodities_rl.json
Model Hash: unknown

FINAL METRICS:
  Final Train Loss: 0.0000
  Final Train Edge Error: 0.19%
  Final Test Approximation Rate: 84.04%
  Best Test Approximation Rate: 100.00%

TIME METRICS:
  Total Training Time: 4982.86s
  Total Test Time: 465.85s
  Average Training Time per Epoch: 1.56s
  Average Test Time per Epoch: 1.46s
  Training Time per Data: 0.0005s
  Test Time per Data: 0.0045s
  Total Training Samples: 10240000
  Total Test Samples: 102400

==================================================
DETAILED RESULTS
==================================================
Epoch  Train Loss   Edge Error   Train Time   Val Approx   Test Approx 
2142   0.0000       0.03         1.55         N/A          N/A         
2143   0.0000       0.04         1.58         N/A          N/A         
2144   0.0000       0.06         1.54         N/A          N/A         
2145   0.0000       0.23         1.54         N/A          N/A         
2146   0.0000       0.24         1.57         N/A          N/A         
2147   0.0000       0.13         1.53         N/A          N/A         
2148   0.0000       0.30         1.61         N/A          N/A         
2149   0.0000       0.29         1.57         N/A          N/A         
2150   0.0000       0.13         1.52         N/A          N/A         
2151   0.0000       0.16         1.53         N/A          N/A         
2152   0.0000       0.09         1.61         N/A          N/A         
2153   0.0000       0.03         1.54         N/A          N/A         
2154   0.0000       0.11         1.56         N/A          N/A         
2155   0.0000       0.04         1.61         N/A          N/A         
2156   0.0000       0.13         1.57         N/A          N/A         
2157   0.0000       0.13         1.58         N/A          N/A         
2158   0.0000       0.14         1.59         N/A          N/A         
2159   0.0000       0.21         1.54         N/A          N/A         
2160   0.0000       0.27         1.59         N/A          N/A         
2161   0.0000       0.16         1.55         N/A          N/A         
2162   0.0000       0.05         1.59         N/A          N/A         
2163   0.0000       0.22         1.58         N/A          N/A         
2164   0.0000       0.09         1.54         N/A          N/A         
2165   0.0000       0.09         1.57         N/A          N/A         
2166   0.0000       0.07         1.53         N/A          N/A         
2167   0.0000       0.06         1.59         N/A          N/A         
2168   0.0000       0.09         1.56         N/A          N/A         
2169   0.0000       0.19         1.56         N/A          N/A         
2170   0.0000       0.18         1.55         N/A          N/A         
2171   0.0000       0.12         1.55         N/A          N/A         
2172   0.0000       0.18         1.60         N/A          N/A         
2173   0.0000       0.09         1.57         N/A          N/A         
2174   0.0000       0.07         1.53         N/A          N/A         
2175   0.0000       0.12         1.57         N/A          N/A         
2176   0.0000       0.10         1.56         N/A          N/A         
2177   0.0000       0.12         1.56         N/A          N/A         
2178   0.0000       0.09         1.56         N/A          N/A         
2179   0.0000       0.19         1.54         N/A          N/A         
2180   0.0000       0.10         1.54         N/A          N/A         
2181   0.0000       0.10         1.55         N/A          N/A         
2182   0.0000       0.03         1.57         N/A          N/A         
2183   0.0000       0.26         1.53         N/A          N/A         
2184   0.0000       0.10         1.63         N/A          N/A         
2185   0.0000       0.11         1.61         N/A          N/A         
2186   0.0000       0.06         1.56         N/A          N/A         
2187   0.0000       0.16         1.55         N/A          N/A         
2188   0.0000       0.20         1.57         N/A          N/A         
2189   0.0000       0.28         1.55         N/A          N/A         
2190   0.0000       0.12         1.60         N/A          N/A         
2191   0.0000       0.07         1.57         N/A          N/A         
2192   0.0000       0.07         1.54         N/A          N/A         
2193   0.0000       0.20         1.56         N/A          N/A         
2194   0.0000       0.15         1.58         N/A          N/A         
2195   0.0000       0.03         1.58         N/A          N/A         
2196   0.0000       0.14         1.60         N/A          N/A         
2197   0.0000       0.26         1.55         N/A          N/A         
2198   0.0000       0.06         1.53         N/A          N/A         
2199   0.0000       0.15         1.59         N/A          N/A         
2200   0.0000       0.14         1.55         N/A          N/A         
2201   0.0000       0.14         1.58         N/A          N/A         
2202   0.0000       0.06         1.61         N/A          N/A         
2203   0.0000       0.09         1.57         N/A          N/A         
2204   0.0000       0.07         1.54         N/A          N/A         
2205   0.0000       0.16         1.56         N/A          N/A         
2206   0.0000       0.03         1.56         N/A          N/A         
2207   0.0000       0.11         1.55         N/A          N/A         
2208   0.0000       0.05         1.55         N/A          N/A         
2209   0.0000       0.21         1.60         N/A          N/A         
2210   0.0000       0.24         1.57         N/A          N/A         
2211   0.0000       0.22         1.52         N/A          N/A         
2212   0.0000       0.12         1.55         N/A          N/A         
2213   0.0000       0.15         1.54         N/A          N/A         
2214   0.0000       0.15         1.57         N/A          N/A         
2215   0.0000       0.22         1.53         N/A          N/A         
2216   0.0000       0.10         1.56         N/A          N/A         
2217   0.0000       0.11         1.54         N/A          N/A         
2218   0.0000       0.20         1.56         N/A          N/A         
2219   0.0000       0.15         1.51         N/A          N/A         
2220   0.0000       0.12         1.51         N/A          N/A         
2221   0.0000       0.32         1.58         N/A          N/A         
